Typologie;Aménagement bidirectionnel;Régime de vitesse;Sens vélo;Voie;Arrondissement;Bois;Longueur du tronçon en m;Longueur du tronçon en km;Position aménagement;Circulation générale interdite;Piste;Couloir bus;Continuité cyclable;Réseau cyclable;Date de livraison;geo_shape;geo_point_2d
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);;ZONE 30;CONTRESENS;Rue du Professeur Gosset;18;Non;273.67799067;0.27367799067;;;;;;;2020-12-31;"{""coordinates"": [[2.348164394033221, 48.9013711284418], [2.3481810052486405, 48.901374899742045], [2.351894600632034, 48.9014545386354]], ""type"": ""LineString""}";48.90141452880807, 2.350029288883004
Bandes cyclables;;ZONE 30;CONTRESENS;Rue des Bois;19;Non;188.64729739;0.18864729739;;;;;;;2020-12-31;"{""coordinates"": [[2.3956779436729048, 48.87765477356151], [2.395706554225933, 48.877676332835634], [2.3957854593817767, 48.877715992265614], [2.3958537365536783, 48.87773894241439], [2.396682911828596, 48.877943000142565], [2.3967600570412726, 48.87797908150472], [2.3973644813812105, 48.87812132483166], [2.3974633526730362, 48.878150377118544], [2.397745994972251, 48.87819819846916], [2.3979816854814002, 48.87825054319684], [2.3980627270325834, 48.87826165812676]], ""type"": ""LineString""}";48.8779889410507, 2.3968605604932933
Bandes cyclables;;ZONE 30;CONTRESENS;Rue Bonaparte;6;Non;260.13994672;0.26013994672;;;;;;;2020-12-31;"{""coordinates"": [[2.333340434010632, 48.85357446574888], [2.3331546304895223, 48.85273701874172], [2.3331066643562313, 48.85254043814114], [2.3328419466424135, 48.851389638442896], [2.332829185482576, 48.85125988176648]], ""type"": ""LineString""}";48.85241803652889, 2.3330788529066613
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue Georges Saché;14;Non;105.11823812;0.10511823812;;;;;;;2020-12-31;"{""coordinates"": [[2.323116919990553, 48.83248942334273], [2.323240778753955, 48.8323732065971], [2.3238856608340885, 48.83184144502614], [2.323902434529878, 48.8317987071675], [2.3238739026653277, 48.83172309380223]], ""type"": ""LineString""}";48.83211954972544, 2.3235421737470037
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue Jules Guesde;14;Non;198.84222269;0.19884222269;;;;;;;2020-12-31;"{""coordinates"": [[2.3202537587166594, 48.837436737650904], [2.3202942303217897, 48.83737390922621], [2.3206918065657787, 48.83682315149412], [2.320744599534168, 48.83674061661154], [2.321676035054398, 48.835926396914786]], ""type"": ""LineString""}";48.836641620319774, 2.3209205170964764
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue de Babylone;7;Non;267.5175987;0.2675175987;;;;;;;2020-12-31;"{""coordinates"": [[2.315395060471189, 48.85177825599316], [2.315484979373186, 48.85179542657247], [2.315902665599907, 48.851784966282345], [2.31595530565877, 48.851785267239784], [2.3160288578400388, 48.8517856877187], [2.316089076755166, 48.85178565690857], [2.316219961555229, 48.851785828476785], [2.3182868890533093, 48.851723379847606], [2.3187631456050406, 48.85170086900083], [2.3188275351289125, 48.851685055235315], [2.3190287376278245, 48.85167846064528]], ""type"": ""LineString""}";48.85175148238364, 2.3172121387620934
Bandes cyclables;Non;ZONE 30;CONTRESENS;Rue Notre-Dame des Champs;6;Non;144.40273619;0.14440273619000002;;;;;;;2020-12-31;"{""coordinates"": [[2.328292645610489, 48.845366493930705], [2.3280065721861027, 48.84551955974544], [2.327754224501118, 48.845797027101376], [2.3277168134584514, 48.84584631237875], [2.32733411193905, 48.846474270396584]], ""type"": ""LineString""}";48.8458650243478, 2.3277583793836008
Bandes cyclables;Non;ZONE 30;CONTRESENS;Rue Cadet;9;Non;85.90153001;0.08590153001;;;;;;;2021-12-31;"{""coordinates"": [[2.344333961076622, 48.876549098819545], [2.3442380496122994, 48.876430788357546], [2.3437002771633906, 48.87590006139357]], ""type"": ""LineString""}";48.8762198662905, 2.3440223169464565
Pistes cyclables;Oui;VOIE 50;SENS CIRCULATION GENERALE;Quai André Citroën;15;Non;23.13250445;0.02313250445;Axial;Oui;Niveau trottoir;;;REVe;2020-12-31;"{""coordinates"": [[2.270933614520803, 48.84017682978024], [2.2709443194244443, 48.84018747344296], [2.2710350527292236, 48.84024703962214], [2.271099497764079, 48.84027884380819], [2.2711777269918225, 48.840304543360766]], ""type"": ""LineString""}";48.84024922638525, 2.2710511356373004
Pistes cyclables;;ZONE 30;CONTRESENS;Rue des Plantes;14;Non;9.43411954;0.009434119539999999;;;Niveau chaussée;;Passage porte cochère;;2021-12-31;"{""coordinates"": [[2.319902167540808, 48.82642878733896], [2.3199695012066948, 48.82650105217347]], ""type"": ""LineString""}";48.82646491975622, 2.3199358343737515
Pistes cyclables;;ZONE 30;CONTRESENS;Rue des Plantes;14;Non;13.0721462;0.0130721462;;;Niveau chaussée;;;;2021-12-31;"{""coordinates"": [[2.3207457320570195, 48.827327771288935], [2.3208492696916, 48.82742341634671]], ""type"": ""LineString""}";48.82737559381782, 2.32079750087431
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);;ZONE 30;CONTRESENS;Rue Paturie;14;Non;67.93570551;0.06793570551;;;;;;;2020-12-31;"{""coordinates"": [[2.3064811852365077, 48.829070097529616], [2.3066685968429024, 48.828997860587265], [2.3069047677104004, 48.828909280937], [2.307191065442553, 48.82884573849446], [2.307319725482056, 48.82881935581389]], ""type"": ""LineString""}";48.828928447082596, 2.306895640709404
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue Pierre Leroux;7;Non;267.84961798;0.26784961798;;;;;;;2020-12-31;"{""coordinates"": [[2.3197298704771683, 48.848059975539336], [2.3196639449566687, 48.84819380783908], [2.319605254825454, 48.848270572711456], [2.3193764949696924, 48.84872519534397], [2.3193260587161735, 48.84883246474936], [2.319300640919548, 48.84890132717692], [2.3190511270163063, 48.849398663809765], [2.3189748782858133, 48.84954957054269], [2.3186742219754573, 48.85015226729496], [2.3185779612150106, 48.85034446263773]], ""type"": ""LineString""}";48.84919881467709, 2.319148896703818
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);;ZONE 30;CONTRESENS;Rue Jean Bart;6;Non;121.78902872;0.12178902872;;;;;;;2020-12-31;"{""coordinates"": [[2.331000659694748, 48.84818826631169], [2.3310143350466475, 48.84813408888719], [2.3309584574580215, 48.84709438375685]], ""type"": ""LineString""}";48.84764209320021, 2.3309874709770044
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue du Moulin Vert;14;Non;116.10306618;0.11610306618;;;;;;;2020-12-31;"{""coordinates"": [[2.3210095387554475, 48.830823523611954], [2.3198660009304977, 48.83133958622373], [2.3198092030489588, 48.83136123853749], [2.31969545072408, 48.83140389824096]], ""type"": ""LineString""}";48.831118379656864, 2.3203544254474076
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue Maurice Ripoche;14;Non;261.69636499;0.26169636499;;;;;;;2020-12-31;"{""coordinates"": [[2.3215893167360773, 48.83377142434918], [2.3222756424072513, 48.83354782614022], [2.3223417528318415, 48.83350869937797], [2.322597269714898, 48.83342876526652], [2.3226802918630844, 48.8334197164834], [2.323351457484187, 48.83319697776859], [2.323853866460064, 48.833034675277844], [2.3238939198603656, 48.83300349110129], [2.3247657369787857, 48.832720464826004]], ""type"": ""LineString""}";48.833247972745305, 2.3231780331167986
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue Nocard;15;Non;53.0428726;0.053042872600000006;;;;;;;2020-12-31;"{""coordinates"": [[2.28829902951251, 48.853395353523446], [2.287729672843401, 48.85368927154907]], ""type"": ""LineString""}";48.853542312536256, 2.2880143511779556
Bandes cyclables;Non;ZONE 30;CONTRESENS;Rue Saint-Charles;15;Non;408.95845836;0.40895845836;;;;;;;2020-12-31;"{""coordinates"": [[2.2904769514567196, 48.852389141117406], [2.2902981298932508, 48.852175347597665], [2.29030131802063, 48.85215299850498], [2.287735330787815, 48.84919178370666]], ""type"": ""LineString""}";48.850786709085085, 2.289115621849018
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue Emerieau;15;Non;107.72995637;0.10772995636999999;;;;;;;2020-12-31;"{""coordinates"": [[2.2879629032130344, 48.85126859919829], [2.287544499462375, 48.85088299829687], [2.287113743977459, 48.85047828626086]], ""type"": ""LineString""}";48.850874462985054, 2.2875373742170093
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Place de Brazzaville;15;Non;16.66471537;0.01666471537;;;;;;;2020-12-31;"{""coordinates"": [[2.2869440163394605, 48.850535757703], [2.286891104199758, 48.85055543068287], [2.2868195811406924, 48.85056499899059], [2.286727431953743, 48.8505749929061]], ""type"": ""LineString""}";48.850560582011596, 2.286836937388674
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue Beaugrenelle;15;Non;137.68481603;0.13768481603000002;;;;;;;2020-12-31;"{""coordinates"": [[2.286186325134001, 48.847403997000576], [2.284550082888547, 48.8480098566917]], ""type"": ""LineString""}";48.847706926846136, 2.2853682040112737
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue Chomel;7;Non;181.82999518;0.18182999518;;;;;;;2020-12-31;"{""coordinates"": [[2.3245086921819533, 48.85172795504855], [2.3245174597407767, 48.851747041251436], [2.3263215217062196, 48.85235329030249], [2.3263665449577124, 48.852357113338584], [2.32643341677328, 48.85234440236206], [2.326455219180314, 48.85233143765065], [2.3265650806718643, 48.85234038408206], [2.3265864986713134, 48.85235716161917], [2.326716714757467, 48.85238050065927]], ""type"": ""LineString""}";48.8521002197034, 2.3256039026644793
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);;ZONE 30;CONTRESENS;Rue des Suisses;14;Non;250.65356571;0.25065356571;;;;;;;2020-12-31;"{""coordinates"": [[2.312939699497187, 48.82990378241016], [2.3139240495605335, 48.83042223773246], [2.3140886287283617, 48.830514796651805], [2.3141868794485543, 48.8305807986745], [2.314649176005189, 48.83092016235544], [2.3153264003475593, 48.83149871494261]], ""type"": ""LineString""}";48.83063882060829, 2.3141751099293866
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);;ZONE 30;CONTRESENS;Rue Ginette Neveu;18;Non;192.57278015;0.19257278015;;;;;;;2020-12-31;"{""coordinates"": [[2.345578902654965, 48.89952711000004], [2.3455753750748687, 48.89957801093757], [2.345529357852147, 48.9004824249634], [2.3455160069159833, 48.90051090528824], [2.3454861206712154, 48.90053406033072], [2.3454499365237202, 48.90054147709167], [2.345413113229205, 48.90054222731671], [2.3444028263867027, 48.900520521759546]], ""type"": ""LineString""}";48.90029225125766, 2.3452394270135892
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue Desnouettes;15;Non;279.35432533;0.27935432533;;;;;;;2021-12-31;"{""coordinates"": [[2.293484084330649, 48.836126919259954], [2.293365164019022, 48.83612431369704], [2.292588974420344, 48.83610497144479], [2.2917730646864647, 48.83609062512761], [2.291367323707274, 48.83607965549846], [2.290519293160107, 48.83604179045969], [2.2904466395280587, 48.83602993744356], [2.2897471862862804, 48.83582875489769]], ""type"": ""LineString""}";48.83605867972904, 2.2916038825501905
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);;ZONE 30;CONTRESENS;Rue du Pré Saint-Germais;19;Non;99.96289771;0.09996289771;;;;;;;2021-12-31;"{""coordinates"": [[2.393043251167044, 48.87634236000116], [2.392651610518567, 48.87602199857317], [2.3926662221707793, 48.87594450084493], [2.3922701971393106, 48.875629350794576]], ""type"": ""LineString""}";48.8759844330405, 2.3926578751778993
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);;ZONE DE RENCONTRE;CONTRESENS;Rue Montesqiueu;1;Non;71.11455134;0.07111455134000001;;;;;;;2020-12-31;"{""coordinates"": [[2.338492155213921, 48.86314752042225], [2.3394339432150346, 48.86299614963978]], ""type"": ""LineString""}";48.863071835031015, 2.3389630492144775
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);;ZONE 30;CONTRESENS;Rue Morère;14;Non;229.54800419;0.22954800419;;;;;;;2020-12-31;"{""coordinates"": [[2.3234510003508526, 48.82429594894757], [2.320554239227449, 48.82507278024546]], ""type"": ""LineString""}";48.82468436459652, 2.322002619789151
Pistes cyclables;;ZONE 30;CONTRESENS;Rue des Plantes;14;Non;9.38415067;0.00938415067;;;Niveau chaussée;;;;2021-12-31;"{""coordinates"": [[2.3192473233393756, 48.82576960312836], [2.319314140433891, 48.825841549761634]], ""type"": ""LineString""}";48.82580557644499, 2.319280731886633
Pistes cyclables;;ZONE 30;CONTRESENS;Rue des Plantes;14;Non;10.3209132;0.0103209132;;;Niveau chaussée;;Passage porte cochère;;2021-12-31;"{""coordinates"": [[2.319314140433891, 48.825841549761634], [2.319387628313787, 48.82592067808527]], ""type"": ""LineString""}";48.82588111392345, 2.319350884373839
Pistes cyclables;;ZONE 30;CONTRESENS;Rue du Four;6;Non;42.58915746;0.042589157460000006;;;;;;;2021-12-31;"{""coordinates"": [[2.335661039565593, 48.85313860236957], [2.335634497793081, 48.85309919183608], [2.3355861252735566, 48.853075128091646], [2.3351783157317483, 48.852961023524195], [2.335167523258655, 48.852958365319346]], ""type"": ""LineString""}";48.85303276262938, 2.335424401117973
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue Maison Dieu;14;Non;104.53145688;0.10453145688;;;;;;;2020-12-31;"{""coordinates"": [[2.323022022835662, 48.8354303181652], [2.3219182853499745, 48.83596901382382], [2.321891233957497, 48.83599789125304]], ""type"": ""LineString""}";48.835708523474395, 2.322452507132532
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue Nélaton;15;Non;195.59209152;0.19559209151999998;;;;;;;2020-12-31;"{""coordinates"": [[2.2872428125025577, 48.852638055529056], [2.2877533819773217, 48.85300873826921], [2.289052720433679, 48.85392936363279]], ""type"": ""LineString""}";48.85328582923886, 2.2881462461649336
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue Dupuytren;6;Non;66.01304639;0.06601304639;;;;;;;2021-12-31;"{""coordinates"": [[2.3391133086856253, 48.85152325879512], [2.339899445795819, 48.85181187060016]], ""type"": ""LineString""}";48.851667564697635, 2.3395063772407227
Bandes cyclables;;ZONE 30;CONTRESENS;Rue Louis Loucheur;17;Non;50.52818388;0.05052818388;;;;;;;2020-12-31;"{""coordinates"": [[2.325373509681747, 48.89838273429384], [2.324860703881034, 48.898686318251976]], ""type"": ""LineString""}";48.89853452627291, 2.3251171067813905
Bandes cyclables;;ZONE 30;CONTRESENS;Rue Frédéric Brnet;17;Non;54.88641013;0.05488641013;;;;;;;2020-12-31;"{""coordinates"": [[2.3261686553118572, 48.89879457365463], [2.3256623259853537, 48.89843099867718]], ""type"": ""LineString""}";48.8986127861659, 2.3259154906486055
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue de Vaugirard;6;Non;194.54800785;0.19454800785;;;;;;;2021-12-31;"{""coordinates"": [[2.3416609260472767, 48.84886257069842], [2.340892272805842, 48.84891544795997], [2.340507547685287, 48.848944738007745], [2.3404798744477633, 48.848937864559545], [2.340414226093319, 48.84891138529198], [2.340370360649226, 48.84890162554539], [2.33993720875607, 48.84899679817452], [2.339073282073827, 48.849112910722454]], ""type"": ""LineString""}";48.848962379092974, 2.34036468336264
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);;ZONE 30;CONTRESENS;Rue Frédéric Schneider;18;Non;154.29832906;0.15429832906;;;;;;;2020-12-31;"{""coordinates"": [[2.3384022644669744, 48.897923351540236], [2.3383908580348143, 48.89813934264304], [2.339194669942042, 48.899184075682825]], ""type"": ""LineString""}";48.898572855853324, 2.338736916839451
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);;ZONE 30;CONTRESENS;Rue Chrétien de Troyes;12;Non;124.17752724;0.12417752724;;;;;;;2020-12-31;"{""coordinates"": [[2.379025712619104, 48.84414908427208], [2.3790354432606793, 48.84417959336372], [2.379071097249076, 48.8442130924707], [2.379116179394259, 48.84424188109148], [2.380399586164142, 48.84477942983799]], ""type"": ""LineString""}";48.84448338329379, 2.3796967423119004
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);;ZONE 30;CONTRESENS;Place Rutebeuf;12;Non;63.15759786;0.06315759786;;;;;;;2020-12-31;"{""coordinates"": [[2.378085663766226, 48.844374543037276], [2.3781110921365376, 48.84435849396342], [2.3787636713205806, 48.84411393399762], [2.378828856113133, 48.844089525719916]], ""type"": ""LineString""}";48.844229381542554, 2.3784559439945054
Bandes cyclables;;ZONE 30;CONTRESENS;Rue du Pré Saint-Gervais;19;Non;375.04680751;0.37504680751;;;;;;;2020-12-31;"{""coordinates"": [[2.3995900178367036, 48.87971486105517], [2.399475758294314, 48.87961197050138], [2.3994647152210486, 48.879599779572125], [2.3994469415674016, 48.87957684747659], [2.398797895758452, 48.8793603887513], [2.398347498899161, 48.87912446161711], [2.3980462464970516, 48.87896970881914], [2.3976234498920843, 48.87878103077095], [2.396499341739902, 48.878156228660146], [2.396259820819976, 48.87802986033505], [2.395940438276474, 48.877884052448664], [2.395615214467544, 48.87774440068328], [2.395521888847933, 48.87770395425979]], ""type"": ""LineString""}";48.87871177354681, 2.3975621528082156
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);;ZONE 30;CONTRESENS;Rue de l'Inspecteur Allès;19;Non;120.49681776;0.12049681776;;;;;;;2020-12-31;"{""coordinates"": [[2.398375506023059, 48.88004165284815], [2.3981923503761613, 48.87934473497001], [2.398126891294503, 48.879233760600044], [2.398065701451756, 48.87897970285516]], ""type"": ""LineString""}";48.87950836259407, 2.3982253654689103
Pistes cyclables;Oui;VOIE 50;SENS CIRCULATION GENERALE;Quai d'Issy-Les-Moulineaux;15;Non;314.233066;0.314233066;Axial;Oui;Niveau chaussée;;;REVe;2020-12-31;"{""coordinates"": [[2.2675573525987773, 48.83631840756034], [2.267808491475072, 48.83655799193509], [2.2680807564974206, 48.83683283729606], [2.2683512263145182, 48.83713289394978], [2.2685377108120086, 48.837355813188196], [2.268737751820049, 48.83764020898135], [2.2689384836881894, 48.83792698742223], [2.2690201927379547, 48.83806407567595], [2.2691058352908575, 48.83828066739071], [2.269188547690702, 48.83844917225077], [2.269279529796966, 48.83859345523923], [2.2693738034210003, 48.83870872825272], [2.2694879159362418, 48.83882365376194]], ""type"": ""LineString""}";48.837526441795646, 2.268583157250002
Bandes cyclables;;ZONE 30;CONTRESENS;Rue du Four;6;Non;25.15632182;0.025156321819999997;;;;;;;2021-12-31;"{""coordinates"": [[2.3333411732324802, 48.85267793537933], [2.3332852895583205, 48.852675652614096], [2.333136820250627, 48.85266402486739], [2.333001738040523, 48.85264771666664]], ""type"": ""LineString""}";48.85266540506693, 2.333171233849381
Pistes cyclables;;ZONE 30;CONTRESENS;Rue du Four;6;Non;4.3853068;0.0043853068000000005;;;;;Passage piéton;;2021-12-31;"{""coordinates"": [[2.335167523258655, 48.852958365319346], [2.335111532544547, 48.852944576457595]], ""type"": ""LineString""}";48.85295147088847, 2.335139527901601
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);;ZONE 30;CONTRESENS;Rue Cassette;6;Non;230.05572215;0.23005572215;;;;;;;2020-12-31;"{""coordinates"": [[2.3307710277058753, 48.85033076645482], [2.3308007577973164, 48.85020576814578], [2.3308677866162997, 48.849534631506046], [2.330894905913603, 48.849500517597185], [2.33101884627678, 48.84827193023516]], ""type"": ""LineString""}";48.84930362046733, 2.3309050092644776
Bandes cyclables;;ZONE 30;CONTRESENS;Rue Cassette;6;Non;72.50628995;0.07250628995;;;;;;;2020-12-31;"{""coordinates"": [[2.3306576070757368, 48.850964045403224], [2.3306880286770526, 48.85095374526243], [2.330706208488781, 48.850941949354905], [2.3307710277058753, 48.85033076645482]], ""type"": ""LineString""}";48.85066195585659, 2.330734110729314
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);;ZONE 30;CONTRESENS;Rue de Fleurus;6;Non;327.13534331;0.32713534331;;;;;;;2020-12-31;"{""coordinates"": [[2.332401141736588, 48.847054851333496], [2.33231648113688, 48.847049619469686], [2.3303887913232906, 48.847094765389656], [2.33030767511017, 48.84709431135951], [2.3300909207952913, 48.84712760183765], [2.3299307649560905, 48.84710528936651], [2.3299021525237693, 48.84708728219239], [2.3288121409026643, 48.846897945211325], [2.328523946374635, 48.84682019621882], [2.328355724548009, 48.846783544601415], [2.3282533612712752, 48.846753225313854], [2.3282211135565642, 48.846737577026396], [2.3280814502757643, 48.84667478354741]], ""type"": ""LineString""}";48.847007878985124, 2.3302223905830513
Bandes cyclables;;ZONE 30;CONTRESENS;Rue Huysmans;6;Non;13.50040594;0.01350040594;;;;;Traversée de carrefour;;2021-12-31;"{""coordinates"": [[2.330067691069877, 48.846307571766566], [2.329970486593889, 48.84629655794143], [2.3299067924332864, 48.846259079152894]], ""type"": ""LineString""}";48.84629163059043, 2.3299844679142625
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue du Laos;15;Non;12.89402938;0.01289402938;;;;;;;2020-12-31;"{""coordinates"": [[2.3009475718375287, 48.85098224743198], [2.3009621026821536, 48.850866685330296]], ""type"": ""LineString""}";48.85092446638114, 2.300954837259841
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue Pérignon;15;Non;86.69610887;0.08669610887;;;;;;;2020-12-31;"{""coordinates"": [[2.306284733583514, 48.84669025491253], [2.3063392024299496, 48.84676704811867], [2.307264271818027, 48.84709888508257]], ""type"": ""LineString""}";48.846915104732595, 2.306758919965703
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue de l'Ouest;14;Non;296.99629469;0.29699629469;;;;;;;2020-12-31;"{""coordinates"": [[2.3224112999733495, 48.83752996180266], [2.3223665836843557, 48.8375035332417], [2.322305941380821, 48.83745440788276], [2.3222289850635778, 48.837412329247414], [2.3212900563110157, 48.836988197627974], [2.3206450169743786, 48.83669541622159], [2.319094794059628, 48.83600539033087]], ""type"": ""LineString""}";48.836752060578355, 2.320761719528736
Bandes cyclables;;ZONE 30;CONTRESENS;Rue Coquillère;1;Non;24.62372151;0.02462372151;;;;;;;2020-12-31;"{""coordinates"": [[2.3423033809833034, 48.863954285880766], [2.342025901354396, 48.86407887507949]], ""type"": ""LineString""}";48.864016580480126, 2.34216464116885
Bandes cyclables;Non;VOIE 50;SENS CIRCULATION GENERALE;Place des Martyrs de la Résistance;15;Non;73.0067438;0.0730067438;;;;;;;2020-12-31;"{""coordinates"": [[2.2764543811527473, 48.83354685874968], [2.277324596062272, 48.83322896912264]], ""type"": ""LineString""}";48.833387913936164, 2.2768894886075097
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue Emeriau;15;Non;119.64434997;0.11964434997;;;;;;;2020-12-31;"{""coordinates"": [[2.2869560949139034, 48.85053683607341], [2.287073591315206, 48.85064580598985], [2.287169733730052, 48.850734422798624], [2.287228815907766, 48.85076451939067], [2.287311416201451, 48.850788807660294], [2.287393901342371, 48.850821422380776], [2.2874367922118894, 48.85084904361879], [2.2874902723541664, 48.850893384087705], [2.2879193288920945, 48.85129094623385], [2.2879997035044597, 48.85134615431057]], ""type"": ""LineString""}";48.8509314503202, 2.287483321164153
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Place de Brazzaville;15;Non;145.95193531;0.14595193531;;;;;;;2020-12-31;"{""coordinates"": [[2.2863273541088076, 48.8505543006544], [2.286276990416752, 48.850565096567685], [2.28588099308516, 48.850676953627634], [2.285379575736213, 48.85085099934237], [2.2851665650782094, 48.85092349350155], [2.285013112946327, 48.85096493297389], [2.2849025640754976, 48.85098045363552], [2.284810219784922, 48.85098323292473], [2.284691154964346, 48.850988707873604], [2.2846195590534912, 48.85100350872173], [2.2845956318455727, 48.851012884508265], [2.2845167096044063, 48.85105913985519]], ""type"": ""LineString""}";48.85081952780076, 2.28542181952464
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue Edouard Jacques;14;Non;173.50310923;0.17350310923;;;;;;;2020-12-31;"{""coordinates"": [[2.3218431754461597, 48.835966891788175], [2.3218567195058912, 48.83593742874562], [2.3217559552328715, 48.834409285940744]], ""type"": ""LineString""}";48.83518950572557, 2.321807241619554
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue Las Cases;7;Non;92.60907456;0.09260907455999999;;;;;;;2020-12-31;"{""coordinates"": [[2.3180081563829837, 48.85923873476891], [2.3185025105013946, 48.85907855247575], [2.3191328484984903, 48.85886084319027]], ""type"": ""LineString""}";48.85905244910722, 2.3185713927052616
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue de Grenelle;7;Non;273.24111689;0.27324111689;;;;;;;2020-12-31;"{""coordinates"": [[2.315273416903274, 48.857952718914326], [2.3154051872573937, 48.85794486692236], [2.316545277820943, 48.85776696963203], [2.316867061801434, 48.85770336917675], [2.3175057132487864, 48.85756154651741], [2.318799465563305, 48.85719088579695]], ""type"": ""LineString""}";48.85762926050666, 2.3170484325530096
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue Monsieur;7;Non;214.87642515;0.21487642515;;;;;;;2020-12-31;"{""coordinates"": [[2.316089076755166, 48.85178565690857], [2.316638883553776, 48.84988758793764]], ""type"": ""LineString""}";48.8508366224231, 2.3163639801544713
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue Blaise-Desgoffe;6;Non;131.76613689;0.13176613689000002;;;;;;;2020-12-31;"{""coordinates"": [[2.3255568586010154, 48.845694602916815], [2.32550349633021, 48.845694777838496], [2.3254407131521275, 48.84569870751831], [2.324587718132319, 48.84575195594979], [2.3245660074448398, 48.84575802009343], [2.3245419849793563, 48.845775493984874], [2.324518567471148, 48.8458020125786], [2.324238915203037, 48.84623732195616]], ""type"": ""LineString""}";48.84582241472955, 2.32481553751768
Bandes cyclables;;ZONE 30;CONTRESENS;Rue de Pont à Mousson;17;Non;127.60777134;0.12760777134;;;;;;;2020-12-31;"{""coordinates"": [[2.323770766458859, 48.898757478091056], [2.3238094027101113, 48.89872819046702], [2.323836589340862, 48.89869122454857], [2.3240848882461793, 48.89763618782051]], ""type"": ""LineString""}";48.89820880062721, 2.3239483521980198
